Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
504006,55,275837,181516,1485,1501,182,183,-94321,16,1
505006,55,276246,181516,1488,1504,182,183,-94730,16,1
506006,55,276655,181516,1491,1507,185,184,-95139,16,-1
507006,55,277065,181516,1493,1510,179,184,-95549,17,5
508006,55,277477,181516,1496,1513,179,184,-95961,17,5
509006,55,277888,181516,1499,1516,179,184,-96372,17,5
510006,55,278301,181516,1503,1519,184,184,-96785,16,0
511006,55,278715,181516,1506,1522,180,184,-97199,16,4
512006,55,279129,181516,1509,1525,177,184,-97613,16,7
513006,55,279544,181516,1511,1528,190,184,-98028,17,-6
514006,55,279960,181516,1514,1531,186,184,-98444,17,-2
515006,55,280377,181516,1518,1534,180,184,-98861,16,4
516006,55,280794,181516,1520,1537,182,184,-99278,17,2
517256,55,281316,181516,1523,1540,182,185,-99800,17,3
517756,55,281526,181516,1525,1542,184,185,-100010,17,1
519006,55,282050,181516,1528,1546,175,185,-100534,18,10
520006,55,282471,181516,1531,1549,193,185,-100955,18,-8
521006,55,282893,181516,1535,1552,186,185,-101377,17,-1
522006,55,283315,181516,1537,1555,186,185,-101799,18,-1
523006,55,283738,181516,1541,1558,182,185,-102222,17,3
524006,55,284162,181516,1544,1561,179,185,-102646,17,6
525006,55,284587,181516,1547,1564,182,185,-103071,17,3
526006,55,285012,181516,1549,1567,184,186,-103496,18,2
527006,55,285437,181516,1551,1570,189,186,-103921,19,-3
528006,55,285863,181516,1553,1573,181,186,-104347,20,5
529006,55,286290,181516,1555,1576,185,187,-104774,21,2
530006,55,286718,181516,1558,1579,188,187,-105202,21,-1
531006,55,287146,181516,1561,1582,180,187,-105630,21,7
532006,55,287576,181516,1564,1585,184,187,-106060,21,3
533006,55,288006,181516,1567,1588,186,187,-106490,21,1
534006,55,288437,181516,1570,1591,189,187,-106921,21,-2
535006,55,288869,181516,1573,1593,184,187,-107353,20,3
536006,55,289300,181516,1575,1596,195,188,-107784,21,-7
537006,55,289733,181516,1577,1599,191,188,-108217,22,-3
538006,55,290168,181516,1581,1602,180,188,-108652,21,8
539006,55,290603,181516,1584,1605,179,188,-109087,21,9
540006,55,291039,181516,1587,1608,190,188,-109523,21,-2
541006,55,291476,181516,1590,1611,188,188,-109960,21,0
542006,55,291913,181516,1594,1614,184,188,-110397,20,4
543006,55,292352,181516,1597,1617,188,188,-110836,20,0
544006,55,292792,181516,1600,1620,184,188,-111276,20,4
545006,55,293233,181516,1604,1623,186,188,-111717,19,2
546006,55,293673,181516,1607,1626,186,188,-112157,19,2
547006,55,294115,181516,1610,1629,184,188,-112599,19,4
548006,55,294558,181516,1612,1632,186,189,-113042,20,3
549006,55,295002,181516,1616,1635,188,188,-113486,19,0
550006,55,295446,181516,1619,1638,182,189,-113930,19,7
551006,55,295892,181516,1622,1641,193,189,-114376,19,-4
552006,55,296338,181516,1625,1644,189,189,-114822,19,0
553006,55,296787,181516,1629,1647,176,189,-115271,18,13
554006,55,297234,181516,1632,1650,184,189,-115718,18,5
555006,55,297683,181516,1635,1653,186,189,-116167,18,3
556005,55,298132,181516,1637,1656,189,189,-116616,19,0
557006,55,298581,181516,1639,1659,184,189,-117065,20,5
558006,55,299032,181516,1642,1662,190,190,-117516,20,0
559006,55,299485,181516,1646,1665,190,189,-117969,19,-1
560006,55,299937,181516,1649,1668,184,190,-118421,19,6
561006,55,300391,181516,1652,1671,189,190,-118875,19,1
562006,55,300845,181516,1655,1674,188,190,-119329,19,2
563006,55,301301,181516,1658,1677,189,190,-119785,19,1
564006,55,301757,181516,1661,1680,189,190,-120241,19,1
565006,55,302213,181516,1663,1683,188,190,-120697,20,2
566006,55,302668,181516,1665,1686,189,191,-121152,21,2
567006,55,303126,181516,1667,1689,193,191,-121610,22,-2
568006,55,303584,181516,1670,1692,186,191,-122068,22,5
569006,55,304044,181516,1673,1695,189,191,-122528,22,2
570256,55,304619,181516,1677,1699,190,191,-123103,22,1
570756,55,304850,181516,1679,1701,189,191,-123334,22,2
572006,55,305427,181516,1683,1704,194,191,-123911,21,-3
573006,55,305891,181516,1686,1707,189,192,-124375,21,3
574006,55,306353,181516,1689,1710,189,192,-124837,21,3
575006,55,306818,181516,1691,1713,186,192,-125302,22,6
576006,55,307283,181516,1695,1716,196,192,-125767,21,-4
577006,55,307750,181516,1698,1719,185,192,-126234,21,7
578006,55,308216,181516,1701,1722,189,192,-126700,21,3
579006,55,308685,181516,1705,1725,193,192,-127169,20,-1
580006,55,309154,181516,1708,1728,190,192,-127638,20,2
581006,55,309625,181516,1713,1731,184,192,-128109,18,8
582006,55,310096,181516,1716,1734,190,192,-128580,18,2
583006,55,310569,181516,1719,1737,191,192,-129053,18,1
584006,55,311041,181516,1722,1740,189,192,-129525,18,3
585006,55,311515,181516,1725,1743,186,192,-129999,18,6
586006,55,311989,181516,1728,1746,184,192,-130473,18,8
587006,55,312465,181516,1732,1749,191,192,-130949,17,1
588006,55,312941,181516,1735,1752,191,192,-131425,17,1
589006,55,313418,181516,1738,1755,189,192,-131902,17,3
590256,55,314017,181516,1743,1759,191,192,-132501,16,1
591006,55,314376,181516,1745,1761,189,192,-132860,16,3
592006,55,314855,181516,1748,1764,181,192,-133339,16,11
593006,55,315335,181516,1750,1767,188,192,-133819,17,4
594006,55,315817,181516,1754,1770,191,192,-134301,16,1
595006,55,316299,181516,1757,1773,188,192,-134783,16,4
596006,55,316782,181516,1760,1776,184,192,-135266,16,8
597006,55,317266,181516,1763,1779,188,192,-135750,16,4
598006,55,317751,181516,1766,1782,189,192,-136235,16,3
599006,55,318235,181516,1769,1785,191,193,-136719,16,2
600006,55,318721,181516,1771,1788,191,193,-137205,17,2
601006,55,319207,181516,1773,1791,194,193,-137691,18,-1
602006,55,319695,181516,1776,1794,186,193,-138179,18,7
603006,55,320182,181516,1778,1797,186,194,-138666,19,8
604006,55,320671,181516,1781,1800,195,194,-139155,19,-1
605006,55,321160,181516,1784,1803,190,194,-139644,19,4
605756,55,321528,181516,1786,1806,189,194,-140012,20,5
607006,55,322142,181516,1791,1809,198,194,-140626,18,-4
608006,55,322634,181516,1793,1812,196,194,-141118,19,-2
609006,55,323128,181516,1797,1815,190,194,-141612,18,4
610006,55,323622,181516,1800,1818,194,194,-142106,18,0
611006,55,324117,181516,1803,1821,190,194,-142601,18,4
612006,55,324613,181516,1807,1824,190,194,-143097,17,4
613006,55,325110,181516,1810,1827,190,194,-143594,17,4
614006,55,325607,181516,1813,1830,195,194,-144091,17,-1
615006,55,326107,181516,1817,1833,194,194,-144591,16,0
616006,55,326607,181516,1821,1836,191,194,-145091,15,3
617006,55,327108,181516,1824,1839,194,194,-145592,15,0
618006,55,327609,181516,1827,1842,196,194,-146093,15,-2
619006,55,328111,181516,1830,1845,189,194,-146595,15,5
620006,55,328615,181516,1833,1848,195,194,-147099,15,-1
621006,55,329118,181516,1836,1851,196,194,-147602,15,-2
622006,55,329623,181516,1840,1854,193,194,-148107,14,1
623006,55,330129,181516,1843,1857,193,194,-148613,14,1
624006,55,330636,181516,1847,1860,191,194,-149120,13,3
625006,55,331143,181516,1849,1863,185,194,-149627,14,9
626006,55,331652,181516,1853,1866,193,194,-150136,13,1
627006,55,332161,181516,1855,1869,194,194,-150645,14,0
628006,55,332671,181516,1858,1872,189,194,-151155,14,5
629006,55,333181,181516,1862,1875,190,194,-151665,13,4
630006,55,333693,181516,1864,1878,191,194,-152177,14,3
631006,55,334205,181516,1866,1881,191,195,-152689,15,4
632006,55,334717,181516,1869,1884,199,195,-153201,15,-4
633006,55,335230,181516,1872,1887,194,195,-153714,15,1
634006,55,335744,181516,1874,1890,199,195,-154228,16,-4
635006,55,336258,181516,1877,1893,198,196,-154742,16,-2
636006,55,336774,181516,1879,1896,189,196,-155258,17,7
637006,55,337290,181516,1881,1899,191,196,-155774,18,5
638006,55,337806,181516,1884,1902,190,196,-156290,18,6
639006,55,338324,181516,1887,1905,191,196,-156808,18,5
640006,55,338841,181516,1889,1908,196,197,-157325,19,1
641006,55,339361,181516,1893,1911,193,196,-157845,18,3
642006,55,339882,181516,1896,1914,190,196,-158366,18,6
643256,55,340534,181516,1900,1918,191,197,-159018,18,6
644006,55,340925,181516,1903,1920,190,197,-159409,17,7
645006,55,341448,181516,1906,1923,195,197,-159932,17,2
646006,55,341973,181516,1909,1926,195,197,-160457,17,2
647006,55,342497,181516,1912,1929,194,197,-160981,17,3
648006,55,343024,181516,1916,1932,195,196,-161508,16,1
649006,55,343551,181516,1920,1935,191,196,-162035,15,5
650006,55,344079,181516,1923,1938,195,196,-162563,15,1
651006,55,344608,181516,1926,1941,194,196,-163092,15,2
652006,55,345136,181516,1929,1944,200,196,-163620,15,-4
653006,55,345667,181516,1932,1947,200,197,-164151,15,-3
654006,55,346198,181516,1935,1950,191,197,-164682,15,6
655006,55,346730,181516,1939,1953,203,197,-165214,14,-6
656006,55,347262,181516,1942,1956,193,197,-165746,14,4
657006,55,347796,181516,1945,1959,190,197,-166280,14,7
658006,55,348331,181516,1948,1962,205,197,-166815,14,-8
659006,55,348866,181516,1951,1965,196,197,-167350,14,1
660006,55,349402,181516,1954,1968,194,197,-167886,14,3
661006,55,349937,181516,1956,1971,195,197,-168421,15,2
662006,55,350475,181516,1959,1974,201,197,-168959,15,-4
663006,55,351013,181516,1961,1977,196,198,-169497,16,2
664006,55,351551,181516,1964,1980,196,198,-170035,16,2
665006,55,352090,181516,1966,1983,200,198,-170574,17,-2
666006,55,352630,181516,1969,1986,191,198,-171114,17,7
667006,55,353169,181516,1971,1989,195,199,-171653,18,4
668006,55,353712,181516,1974,1992,199,199,-172196,18,0
669006,55,354252,181516,1976,1995,196,199,-172736,19,3
670006,55,354795,181516,1979,1998,196,199,-173279,19,3
671006,55,355339,181516,1982,2001,198,199,-173823,19,1
672006,55,355884,181516,1986,2004,195,199,-174368,18,4
673006,55,356430,181516,1989,2007,196,199,-174914,18,3
674006,55,356976,181516,1992,2010,195,199,-175460,18,4
675006,55,357524,181516,1996,2013,196,199,-176008,17,3
676006,55,358072,181516,1999,2016,198,199,-176556,17,1
677006,55,358622,181516,2002,2019,198,199,-177106,17,1
678006,55,359173,181516,2005,2022,194,199,-177657,17,5
679006,55,359724,181516,2009,2025,198,199,-178208,16,1
680006,55,360275,181516,2012,2028,199,199,-178759,16,0
681006,55,360829,181516,2016,2031,201,199,-179313,15,-2
682006,55,361383,181516,2019,2034,198,199,-179867,15,1
683006,55,361937,181516,2022,2037,201,199,-180421,15,-2
684006,55,362493,181516,2025,2040,194,199,-180977,15,5
685006,55,363050,181516,2029,2043,200,199,-181534,14,-1
686006,55,363606,181516,2031,2046,199,199,-182090,15,0
687006,55,364164,181516,2034,2049,196,199,-182648,15,3
688006,55,364723,181516,2038,2052,201,199,-183207,14,-2
689006,55,365283,181516,2041,2055,201,199,-183767,14,-2
690006,55,365844,181516,2044,2058,194,199,-184328,14,5
691006,55,366405,181516,2046,2061,195,200,-184889,15,5
692006,55,366967,181516,2049,2064,200,200,-185451,15,0
693006,55,367528,181516,2052,2067,198,200,-186012,15,2
694006,55,368091,181516,2054,2070,194,200,-186575,16,6
695006,55,368655,181516,2056,2073,204,200,-187139,17,-4
696006,55,369220,181516,2060,2076,195,200,-187704,16,5
697006,55,369786,181516,2062,2079,203,201,-188270,17,-2
698006,55,370351,181516,2065,2082,199,201,-188835,17,2
699006,55,370917,181516,2067,2085,193,201,-189401,18,8
700006,55,371485,181516,2070,2088,200,201,-189969,18,1
701006,55,372054,181516,2073,2091,198,201,-190538,18,3
702006,55,372624,181516,2076,2094,199,201,-191108,18,2
703006,55,373194,181516,2080,2097,196,201,-191678,17,5
704006,55,373766,181516,2084,2100,196,201,-192250,16,5
705006,55,374339,181516,2087,2103,198,201,-192823,16,3
706006,55,374913,181516,2090,2106,204,201,-193397,16,-3
707006,55,375488,181516,2094,2109,199,201,-193972,15,2
708006,55,376062,181516,2097,2112,198,201,-194546,15,3
709006,55,376639,181516,2101,2115,203,201,-195123,14,-2
710006,55,377217,181516,2105,2118,196,201,-195701,13,5
711006,55,377795,181516,2108,2121,203,201,-196279,13,-2
712006,55,378374,181516,2111,2124,203,201,-196858,13,-2
713006,55,378953,181516,2114,2127,191,201,-197437,13,10
714006,55,379534,181516,2117,2130,201,201,-198018,13,0
715006,55,380116,181516,2120,2133,199,201,-198600,13,2
716006,55,380698,181516,2123,2136,198,201,-199182,13,3
717006,55,381281,181516,2126,2139,201,201,-199765,13,0
718005,55,381865,181516,2130,2142,198,201,-200349,12,3
719006,55,382450,181516,2133,2145,195,201,-200934,12,6
720006,55,383034,181516,2135,2148,194,201,-201518,13,7
721006,55,383621,181516,2138,2151,203,201,-202105,13,-2
722006,55,384207,181516,2140,2154,199,202,-202691,14,3
723006,55,384794,181516,2142,2157,201,202,-203278,15,1
724006,55,385383,181516,2146,2160,193,202,-203867,14,9
725006,55,385970,181516,2147,2163,200,202,-204454,16,2
726256,55,386708,181516,2151,2167,204,202,-205192,16,-2
727006,55,387149,181516,2152,2169,201,203,-205633,17,2
728006,55,387740,181516,2155,2172,203,203,-206224,17,0
729006,55,388332,181516,2158,2175,203,203,-206816,17,0
730006,55,388925,181516,2161,2178,199,203,-207409,17,4
731006,55,389520,181516,2165,2181,200,203,-208004,16,3
732005,55,390114,181516,2169,2184,193,203,-208598,15,10
733006,55,390710,181516,2172,2187,200,203,-209194,15,3
734006,55,391308,181516,2176,2190,203,203,-209792,14,0
735006,55,391906,181516,2179,2193,200,203,-210390,14,3
736006,55,392503,181516,2182,2196,203,203,-210987,14,0
737006,55,393103,181516,2185,2199,200,203,-211587,14,3
738006,55,393704,181516,2189,2202,203,203,-212188,13,0
739006,55,394305,181516,2193,2205,203,202,-212789,12,-1
740006,55,394907,181516,2196,2208,199,202,-213391,12,3
741006,55,395510,181516,2199,2211,195,202,-213994,12,7
742006,55,396114,181516,2202,2214,199,203,-214598,12,4
743006,55,396718,181516,2204,2217,200,203,-215202,13,3
744006,55,397324,181516,2207,2220,203,203,-215808,13,0
745006,55,397929,181516,2211,2223,201,203,-216413,12,2
746006,55,398537,181516,2214,2226,194,203,-217021,12,9
747256,55,399297,181516,2218,2230,194,203,-217781,12,9
748006,55,399754,181516,2220,2232,203,203,-218238,12,0
749006,55,400361,181516,2222,2235,206,203,-218845,13,-3
750006,55,400970,181516,2224,2238,198,204,-219454,14,6
751006,55,401580,181516,2226,2241,203,204,-220064,15,1
752006,55,402191,181516,2228,2244,198,204,-220675,16,6
753006,55,402802,181516,2231,2247,199,204,-221286,16,5
754006,55,403414,181516,2234,2250,196,205,-221898,16,9
755006,55,404026,181516,2236,2253,204,205,-222510,17,1
756006,55,404641,181516,2239,2256,205,205,-223125,17,0
757006,55,405256,181516,2242,2259,196,205,-223740,17,9
758006,55,405871,181516,2245,2262,200,205,-224355,17,5
759006,55,406487,181516,2249,2265,199,205,-224971,16,6
760006,55,407105,181516,2252,2268,195,205,-225589,16,10
761006,55,407724,181516,2256,2271,199,205,-226208,15,6
762006,55,408344,181516,2259,2274,206,205,-226828,15,-1
763006,55,408965,181516,2263,2277,200,205,-227449,14,5
764256,55,409741,181516,2267,2281,200,205,-228225,14,5
765006,55,410208,181516,2269,2282,205,205,-228692,13,0
766006,55,410832,181516,2272,2286,200,205,-229316,14,5
767006,55,411455,181516,2276,2289,201,205,-229939,13,4
768006,55,412080,181516,2279,2292,201,205,-230564,13,4
769006,55,412706,181516,2281,2295,205,205,-231190,14,0
770005,55,413331,181516,2284,2298,201,205,-231815,14,4
771006,55,413958,181516,2287,2301,208,205,-232442,14,-3
772006,55,414587,181516,2290,2304,206,205,-233071,14,-1
773006,55,415216,181516,2294,2307,201,205,-233700,13,4
774006,55,415845,181516,2297,2310,195,205,-234329,13,10
775006,55,416475,181516,2299,2313,204,205,-234959,14,1
776006,55,417105,181516,2301,2316,205,206,-235589,15,1
777006,55,417735,181516,2303,2319,213,206,-236219,16,-7
778006,55,418367,181516,2305,2322,210,207,-236851,17,-3
779006,55,418999,181516,2308,2325,203,207,-237483,17,4
780006,55,419632,181516,2311,2328,206,207,-238116,17,1
781006,55,420268,181516,2314,2331,200,207,-238752,17,7
782006,55,420902,181516,2316,2334,205,207,-239386,18,2
783256,55,421698,181516,2321,2338,208,207,-240182,17,-1
784006,55,422175,181516,2323,2340,204,207,-240659,17,3
785006,55,422814,181516,2327,2343,203,207,-241298,16,4
786006,55,423453,181516,2330,2346,203,207,-241937,16,4
787006,55,424093,181516,2335,2349,204,207,-242577,14,3
788006,55,424734,181516,2338,2352,206,206,-243218,14,0
789006,55,425378,181516,2342,2355,210,206,-243862,13,-4
790006,55,426020,181516,2345,2358,206,206,-244504,13,0
791006,55,426664,181516,2349,2361,198,206,-245148,12,8
792006,55,427309,181516,2352,2364,208,206,-245793,12,-2
793006,55,427956,181516,2356,2367,195,206,-246440,11,11
794006,55,428603,181516,2359,2370,206,206,-247087,11,0
795006,55,429250,181516,2361,2373,204,206,-247734,12,2
796006,55,429897,181516,2364,2376,205,206,-248381,12,1
797006,55,430545,181516,2367,2379,208,207,-249029,12,-1
798006,55,431197,181516,2371,2382,198,206,-249681,11,8
799256,55,432010,181516,2374,2386,203,207,-250494,12,4
800006,55,432498,181516,2376,2388,208,207,-250982,12,-1
801006,55,433150,181516,2379,2391,209,207,-251634,12,-2
802006,55,433802,181516,2381,2394,204,207,-252286,13,3
803006,55,434453,181516,2383,2397,200,208,-252937,14,8
804006,55,435107,181516,2385,2400,199,208,-253591,15,9
805006,55,435761,181516,2388,2403,206,208,-254245,15,2
806006,55,436417,181516,2391,2406,205,208,-254901,15,3
807006,55,437073,181516,2394,2409,206,208,-255557,15,2
808006,55,437730,181516,2397,2412,199,208,-256214,15,9
809006,55,438387,181516,2400,2415,209,208,-256871,15,-1
810006,55,439047,181516,2404,2418,208,208,-257531,14,0
811006,55,439707,181516,2407,2421,210,208,-258191,14,-2
812006,55,440367,181516,2411,2424,205,208,-258851,13,3
813006,55,441030,181516,2415,2427,198,208,-259514,12,10
814006,55,441694,181516,2418,2430,204,208,-260178,12,4
815256,55,442524,181516,2422,2434,209,208,-261008,12,-1
816006,55,443023,181516,2425,2436,204,208,-261507,11,4
817006,55,443688,181516,2428,2439,208,208,-262172,11,0
818006,55,444355,181516,2432,2442,203,207,-262839,10,4
819006,55,445022,181516,2436,2445,209,207,-263506,9,-2
820006,55,445691,181516,2438,2448,206,207,-264175,10,1
821006,55,446360,181516,2441,2451,209,207,-264844,10,-2
822006,55,447028,181516,2443,2454,208,208,-265512,11,0
823006,55,447699,181516,2447,2457,211,208,-266183,10,-3
824006,55,448370,181516,2449,2460,206,208,-266854,11,2
825006,55,449043,181516,2452,2463,204,208,-267527,11,4
826006,55,449715,181516,2455,2466,205,208,-268199,11,3
827006,55,450387,181516,2456,2469,213,209,-268871,13,-4
828006,55,451060,181516,2458,2472,208,209,-269544,14,1
829006,55,451734,181516,2460,2475,209,209,-270218,15,0
830006,55,452408,181516,2463,2478,209,210,-270892,15,1
831006,55,453084,181516,2465,2481,205,210,-271568,16,5
832256,55,453929,181516,2468,2484,213,210,-272413,16,-3
832756,55,454267,181516,2471,2486,209,210,-272751,15,1
834006,55,455115,181516,2474,2490,206,210,-273599,16,4
835006,55,455793,181516,2477,2493,209,210,-274277,16,1
836006,55,456474,181516,2481,2496,209,210,-274958,15,1
837006,55,457156,181516,2485,2499,214,210,-275640,14,-4
838006,55,457839,181516,2489,2502,203,210,-276323,13,7
839006,55,458521,181516,2491,2505,206,210,-277005,14,4
840006,55,459205,181516,2495,2508,208,210,-277689,13,2
841006,55,459890,181516,2498,2511,213,210,-278374,13,-3
842006,55,460576,181516,2501,2514,203,210,-279060,13,7
843006,55,461263,181516,2505,2517,209,210,-279747,12,1
844006,55,461949,181516,2507,2520,209,210,-280433,13,1
845006,55,462637,181516,2510,2523,208,210,-281121,13,2
846006,55,463325,181516,2513,2526,215,210,-281809,13,-5
847006,55,464015,181516,2515,2529,205,210,-282499,14,5
